campany_name,rating,headquarter,headquarter,num_of_locations,pub_or_pri,how long,employees,reviews,reviews,salaries,jobs,interviews
R L Fine Chem ,3.5,"Bangalore/Bengaluru,Karnataka + 4 more",Bangalore/Bengaluru, 4,Private,38,201-500 Employees (India),,153,906,,9
CG Foods ,3.9,Lalitpur + 23 more,Lalitpur, 23,Private,38,1k-5k Employees (India),,153,7.2k,2,4
Scope eKnowledge Center ,3.6,"Chennai,Tamil Nadu + 4 more",Chennai, 4,Private,35,201-500 Employees (India),,153,624,,3
Shaily Engineering Plastics ,3.7,"Vadodara/Baroda,Gujarat + 4 more",Vadodara/Baroda, 4,Public,42,501-1k Employees (India),,153,710,,11
Ace Designers ,3.8,"Bangalore/Bengaluru,Karnataka + 2 more",Bangalore/Bengaluru, 2,Private,43,201-500 Employees (India),,153,654,,5
The Hershey Company ,4.5,"Derry Township,Pennsylvania + 29 more",Derry Township, 29,Private,128,5k-10k Employees (India),,153,674,,4
 Welspun Flooring  ,3.7,Hyderabad + 11 more,Hyderabad, 11,Public,6,51-200 Employees (India),,153,701,5,9
Hipad Technology India ,4,"Noida,Uttar Pradesh + 3 more",Noida, 3,Private,6,1k-5k Employees (Global),,153,293,,2
IKF Finance ,3.9,"Hyderabad/Secunderabad,Telangana + 43 more",Hyderabad/Secunderabad, 43,Public,31,1k-5k Employees (India),,152,639,11,5
Shubhalakshmi Polyesters ,3.7,Mumbai + 7 more,Mumbai, 7,Public,43,501-1k Employees (India),,152,749,,2
Himadri Speciality Chemical ,3.7,"Kolkata,West Bengal + 7 more",Kolkata, 7,Public,35,1k-5k Employees (India),,152,884,,6
IOCL Refinery ,4.5,New Delhi + 27 more,New, 27,Public,63,1k-5k Employees (India),,152,906,,18
Sheraton Hotels and Resorts ,4.4,"Bethesda,Maryland + 17 more",Bethesda, 17,Private,27,10k-50k Employees (India),,152,643,,
The New India Assurance Co. ,4.5,"Mumbai,Maharashtra + 54 more",Mumbai, 54,Public,103,10k-50k Employees (India),,152,511,,2
Touchstone Educationals ,3.5,Chandigarh + 22 more,Chandigarh, 22,,24,10k-50k Employees (India),,152,408,5,9
Satguru Travels and Tour Services ,3.5,Dubai + 20 more,Dubai, 20,Private,33,201-500 Employees (India),,152,632,,6
Indus Net Technologies ,3.8,"Kolkata,West Bengal + 1 more",Kolkata, 1,Private,25,501-1k Employees (India),,152,1.1k,4,6
Balasore Alloys ,3.6,"Balasore,Odisha + 10 more",Balasore, 10,Public,38,501-1k Employees (India),,152,440,,3
Weizmann Forex ,3.7,"Mumbai,Maharashtra + 36 more",Mumbai, 36,Public,29,201-500 Employees (India),,152,419,,
ETV Network ,3.6,"Hyderabad/Secunderabad,Telangana + 11 more",Hyderabad/Secunderabad, 11,Private,27,5k-10k Employees (Global),,152,581,,3
 Flexituff Ventures International ,3.9,"Pithampur,Madhya Pradesh + 11 more",Pithampur, 11,Public,56,51-200 Employees (India),,152,604,,3
Edac Engineering ,3.6,"Chennai,Tamil Nadu + 13 more",Chennai, 13,Private,35,1k-5k Employees (India),,152,637,,5
Alkyl Amines ,4.4,"Mumbai,Maharashtra + 9 more",Mumbai, 9,Public,43,501-1k Employees (India),,152,759,4,5
Carraro ,4.3,"Campodarsego,Padua + 1 more",Campodarsego, 1,Private,90,1k-5k Employees (India),,152,870,,2
TRF ,3.3,"Jamshedpur,Jharkhand + 13 more",Jamshedpur, 13,Public,60,501-1k Employees (India),,152,582,,
APOLLO POWER SYSTEMS ,4,"Bangalore/Bengaluru,Karnataka + 7 more",Bangalore/Bengaluru, 7,Private,37,1k-5k Employees (India),,152,469,5,5
The Co-operative Bank ,3.8,"Manchester,Greater Manchester + 71 more",Manchester, 71,,150,201-500 Employees (India),,152,771,,
Aspire Home Finance ,4.1,"Mumbai,Maharashtra + 59 more",Mumbai, 59,Private,9,1k-5k Employees (India),,152,302,,2
Cenveo Publisher Services ,3.6,"Richmond,Verginia + 6 more",Richmond, 6,Private,19,201-500 Employees (India),,152,778,12,2
Kamineni Hospitals ,4,"Hyderabad/Secunderabad,Telangana + 3 more",Hyderabad/Secunderabad, 3,Private,27,1k-5k Employees (India),,151,446,21,5
Abbott Nutrition International ,4.2,"Chicago,Illinois + 34 more",Chicago, 34,Private,112,11-50 Employees (India),,151,579,,3
Pyro Group ,3.9,"Hyderabad/Secunderabad,Telangana + 25 more",Hyderabad/Secunderabad, 25,Private,23,201-500 Employees (India),,151,324,13,1
Steelman Telecom ,3.8,"Kolkata,West Bengal + 26 more",Kolkata, 26,Private,36,501-1k Employees (Global),,151,525,2,2
Greentech Industries ,3.9,"Naidupet Mandal,Andhra Pradesh + 3 more",Naidupet Mandal, 3,Private,14,5k-10k Employees (India),,151,734,3,6
AL YAMAMA COMPANY ,4,Dammam + 13 more,Dammam, 13,,70,1 Lakh+ Employees (India),,151,248,,2
Plada Infotech Services ,3.7,"Mumbai,Maharashtra + 30 more",Mumbai, 30,Private,12,11-50 Employees (India),,151,524,2,3
Voylla ,3.8,"Jaipur,Rajasthan + 40 more",Jaipur, 40,Private,10,201-500 Employees (India),,151,388,2,5
Raj Petro Specialities ,3.9,"Mumbai,Maharashtra + 21 more",Mumbai, 21,Private,80,501-1k Employees (India),,151,577,,2
Agarwal Packers & Movers ,3.7,"Delhi/NCR,New Delhi + 33 more",Delhi/NCR, 33,Public,35,501-1k Employees (India),,151,924,30,8
Charak Pharma ,3.9,"Mumbai,Maharashtra + 28 more",Mumbai, 28,,75,501-1k Employees (India),,151,589,6,5
Jindal Power ,4,New Delhi + 13 more,New, 13,Public,15,5k-10k Employees (India),,151,559,,4
International Automotive Components ,4,Southfield + 7 more,Southfield, 7,Private,16,501-1k Employees (India),,151,901,,5
Wagh Bakri Tea Group ,4.3,"Ahmedabad,Gujarat + 21 more",Ahmedabad, 21,Private,107,1k-5k Employees (India),,151,681,,4
Affiliated Computer Services ,3.8,Dallas + 11 more,Dallas, 11,Private,34,11-50 Employees (India),,151,398,,1
Ferromatik Milacron ,4,"Ahmedabad,Gujarat + 6 more",Ahmedabad, 6,Private,138,11-50 Employees (India),,151,839,,6
Reliance Petroleum ,3.9,Ahemdabad + 28 more,Ahemdabad, 28,Public,14,201-500 Employees (India),,151,458,,2
Symphony ,4,"Palo Alto,California + 44 more",Palo Alto, 44,Public,34,1k-5k Employees (India),,151,661,1,2
World Vision ,4.4,"Monrovia,California + 49 more",Monrovia, 49,Private,72,1k-5k Employees (India),,151,447,2,6
Impresario Entertainment & Hospitality ,4.1,Mumbai + 14 more,Mumbai, 14,Private,21,1k-5k Employees (India),,151,598,13,3
PULSUS HealthTech Group ,3,London + 3 more,London, 3,Public,38,501-1k Employees (India),,151,885,4,10
Cipla Health ,4.4,Mumbai + 39 more,Mumbai, 39,Public,9,501-1k Employees (India),,151,648,,8
Hitech Digital ,3.8,"Ahmedabad,Gujarat + 11 more",Ahmedabad, 11,LLP,30,1k-5k Employees (India),,151,857,10,4
Nuance Communications ,4.2,"Burlington,Massachusetts + 11 more",Burlington, 11,Public,30,1k-5k Employees (India),,235,1.3k,,9
The Saraswat Co-operative Bank ,3.9,"Mumbai,Maharashtra + 20 more",Mumbai, 20,Public,104,1k-5k Employees (India),,194,1k,,5
Nidec ,4,Kyoto + 13 more,Kyoto, 13,Private,49,501-1k Employees (India),,154,810,1,9
CignaTTk Health Insurance ,3.8,"Mumbai,Maharashtra + 34 more",Mumbai, 34,Private,10,1k-5k Employees (India),,150,545,18,
Dixcy Textiles ,4.3,"Bangalore/Bengaluru,Karnataka + 28 more",Bangalore/Bengaluru, 28,Private,38,1k-5k Employees (India),,150,631,,4
Sanjay Ghodawat International School ,3.4,Kolhapur + 9 more,Kolhapur, 9,,12,201-500 Employees (India),,150,206,,1
Apollo Medskills ,4.3,"Hyderabad/Secunderabad,Telangana + 25 more",Hyderabad/Secunderabad, 25,JV,10,201-500 Employees (India),,150,381,,3
J.M Baxi & Co ,4.1,"Mumbai,Maharashtra + 21 more",Mumbai, 21,Private,106,1k-5k Employees (India),,150,568,,4
Qdegrees Services ,3.8,"Jaipur,Rajasthan + 22 more",Jaipur, 22,Private,9,201-500 Employees (India),,150,474,5,1
Wow Momo Foods ,3.8,"Kolkata,West Bengal + 18 more",Kolkata, 18,Private,14,501-1k Employees (India),,150,788,6,9
Akbar Travels ,3.8,"Mumbai,Maharashtra + 28 more",Mumbai, 28,Private,44,11-50 Employees (India),,150,889,,6
Midco ,3.9,Sioux Falls + 29 more,Sioux, 29,Private,91,1-10 Employees (India),,150,174,,
Mol Information Processing Services India ,4.1,Kolkata + 5 more,Kolkata, 5,Private,25,51-200 Employees (India),,150,719,,3
Vyom Labs ,3.7,Pune + 3 more,Pune, 3,Private,19,501-1k Employees (India),,150,1.2k,22,13
Techavera Solutions ,4.4,Noida + 3 more,Noida, 3,,12,51-200 Employees (India),,150,90,7,1
GSPANN Technologies ,3.9,"Milpitas,California + 4 more",Milpitas, 4,Private,18,1k-5k Employees (India),,150,1.8k,174,3
Brinton Pharmaceuticals ,4,"Pune,Maharashtra + 20 more",Pune, 20,,8,51-200 Employees (India),,150,330,2,3
Jyoti Structures ,4.1,Mumbai + 27 more,Mumbai, 27,Public,48,11-50 Employees (India),,150,282,,4
Baxter Pharmaceutical Solutions LLC. ,4.4,Deerfield + 4 more,Deerfield, 4,,91,1k-5k Employees (India),,150,828,1,4
UST BlueConch ,3.9,"Aliso Viejo,CA + 1 more",Aliso Viejo, 1,Private,26,10k-50k Employees (India),,150,1.7k,77,10
Monsanto ,4.7,St. Louis + 28 more,St., 28,Public,121,1k-5k Employees (India),,224,239,,
Confidence Petroleum India ,3.4,"Nagpur,Maharashtra + 25 more",Nagpur, 25,Public,25,501-1k Employees (India),,149,915,6,5
Doubletree By Hilton ,3.9,Virginia + 17 more,Virginia, 17,,53,501-1k Employees (India),,149,402,,3
Nuberg Engineering ,3.3,Noida + 7 more,Noida, 7,Private,26,201-500 Employees (India),,149,742,1,6
Polyplex ,4.3,"Noida,Uttar Pradesh + 9 more",Noida, 9,Public,38,1k-5k Employees (India),,149,590,3,4
Shreya Life Sciences ,3.6,"Mumbai,Maharashtra + 24 more",Mumbai, 24,Private,21,501-1k Employees (India),,149,494,,6
Damco Solutions ,3.5,"Princeton,New Jersey + 15 more",Princeton, 15,Private,26,501-1k Employees (India),,149,1.1k,57,5
The Professional Couriers ,4,"Navi Mumbai,Maharashtra + 42 more",Navi Mumbai, 42,Private,36,1k-5k Employees (India),,149,964,8,2
BARC ,4.4,"Mumbai,Maharashtra + 19 more",Mumbai, 19,Public,77,10k-50k Employees (India),,149,579,,37
Network 18 ,4,"Mumbai,Maharashtra + 17 more",Mumbai, 17,Private,29,1k-5k Employees (India),,149,1.1k,14,6
Future Consumer ,4.2,"Mumbai,Maharashtra + 26 more",Mumbai, 26,Public,26,1k-5k Employees (India),,149,710,,4
Creamline Dairy Products ,4.4,"Hyderabad/Secunderabad,Telangana + 13 more",Hyderabad/Secunderabad, 13,,36,501-1k Employees (India),,149,590,,7
SRM Technologies Pvt.Ltd ,3.8,"Chennai,Tamil Nadu + 12 more",Chennai, 12,Private,23,1k-5k Employees (India),,149,1.4k,16,3
CapeStart ,4.8,"Cambridge,MA + 1 more",Cambridge, 1,,8,201-500 Employees (India),,149,219,6,11
Rajiv Gandhi Cancer Institute & Research Centre ,4.1,"Delhi/NCR,Delhi + 2 more",Delhi/NCR, 2,NGO/NPO,26,1k-5k Employees (India),,149,558,2,4
Jay Ushin ,4,"Gurgaon/Gurugram,Haryana + 8 more",Gurgaon/Gurugram, 8,Public,63,1k-5k Employees (India),,148,715,,4
Jindal Industries ,3.5,"Delhi/NCR,Delhi + 16 more",Delhi/NCR, 16,Public,70,1k-5k Employees (Global),,148,889,,5
Asia-Pacific Institute of Management ,4.4,"Delhi/NCR,Delhi + 6 more",Delhi/NCR, 6,Private,26,51-200 Employees (India),,148,114,6,
Gravita ,4.4,"Jaipur,Rajasthan + 9 more",Jaipur, 9,Public,30,201-500 Employees (India),,148,611,,5
Solitaire World ,4.2,Pune + 1 more,Pune, 1,Private,36,201-500 Employees (India),,148,137,,2
Geetanjali Medical College and Hospital ,4.4,"Udaipur,Rajasthan + 15 more",Udaipur, 15,Private,15,1k-5k Employees (India),,148,437,,4
Daelim Industrial Co. ,4.5,Seoul + 12 more,Seoul, 12,Private,83,51-200 Employees (India),,148,98,,2
Tuaman Engineering ,4.1,"Kolkata,West Bengal + 13 more",Kolkata, 13,Private,17,501-1k Employees (India),,148,778,5,5
Aris Global Software ,3.6,"Miami,Florida + 1 more",Miami, 1,Private,35,1k-5k Employees (India),,148,1.6k,3,10
Newgen Knowledge Works ,3.8,Chennai + 9 more,Chennai, 9,Private,26,1k-5k Employees (India),,148,891,,4
Kalyani Motors ,4,"Bangalore/Bengaluru,Karnataka + 3 more",Bangalore/Bengaluru, 3,Private,16,501-1k Employees (India),,148,784,11,5
Wings Biotech ,3.3,"Delhi/NCR,Delhi + 27 more",Delhi/NCR, 27,Public,36,1k-5k Employees (India),,148,416,4,4
Asian Heart Institute and Research Centre ,4,"Mumbai,Maharashtra + 3 more",Mumbai, 3,Private,20,201-500 Employees (India),,148,313,,3
DataMetica ,4.2,"Pune,Maharashtra",Pune,#VALUE!,Private,9,1k-5k Employees (India),,148,1.2k,16,9
Mytrah Energy ,3.8,"Hyderabad/Secunderabad,Telangana + 8 more",Hyderabad/Secunderabad, 8,Private,13,201-500 Employees (India),,148,413,4,
In Time Tec Visionsoft ,4.4,"Meridian,ID + 2 more",Meridian, 2,Private,13,501-1k Employees (India),,148,914,29,4
Gufic Biosciences ,3.7,"Mumbai,Maharashtra + 20 more",Mumbai, 20,Public,52,501-1k Employees (India),,148,727,20,4
Jain University ,3.8,Bangalore + 6 more,Bangalore, 6,Private,13,1k-5k Employees (India),,148,626,,11
VisionTek ,3.8,"Hyderabad/Secunderabad,Telangana + 16 more",Hyderabad/Secunderabad, 16,Private,29,501-1k Employees (India),,148,636,9,9
S&P Capital IQ ,4.1,"New York,New York + 2 more",New York, 2,Private,24,10k-50k Employees (India),,148,625,,7
Flipkart Health+ ,4.1,"Kolkata,West Bengal + 17 more",Kolkata, 17,Private,9,501-1k Employees (India),,148,779,4,8
JNET Technologies ,4.2,"Hyderabad/Secunderabad,Telangana + 21 more",Hyderabad/Secunderabad, 21,Private,15,501-1k Employees (India),,148,701,6,1
Futuresoft Solutions ,3.7,New Delhi + 16 more,New, 16,Private,26,501-1k Employees (India),,148,727,94,7
Smc Insurance Brokers ,3.9,"Delhi/NCR,Delhi + 31 more",Delhi/NCR, 31,Private,32,501-1k Employees (India),,148,621,5,2
Incred Finance ,4.2,"Mumbai,Maharashtra + 18 more",Mumbai, 18,Private,6,501-1k Employees (India),,149,1k,26,5
Indian Steel Corporation ,4.2,"Indore,Madhya Pradesh + 7 more",Indore, 7,Public,18,1k-5k Employees (India),,147,683,,3
Faiveley Transport ,4,Pittsburgh + 12 more,Pittsburgh, 12,Private,153,1k-5k Employees (India),,147,624,34,5
Nuclear Power Corporation of India ,4,Mumbai + 17 more,Mumbai, 17,,35,10k-50k Employees (India),,147,627,,18
NatWest Markets ,4.1,Edinburgh + 5 more,Edinburgh, 5,Private,6,10k-50k Employees (India),,147,1.8k,7,7
Shriram Fortune Solutions ,4.1,"Chennai,Tamil Nadu + 70 more",Chennai, 70,Private,48,501-1k Employees (India),,147,536,2,4
TELUS International Philippines ,4.2,Pasig City + 4 more,Pasig, 4,,17,1k-5k Employees (India),,147,1.8k,136,13
Brink's ,4.3,"Farmers Branch,Texas + 30 more",Farmers Branch, 30,Private,163,201-500 Employees (India),,147,493,1,4
AGI Glaspac ,3.9,Hyderabad + 3 more,Hyderabad, 3,Private,50,1k-5k Employees (India),,147,445,,8
International Travel House ,4,"Gurgaon/Gurugram,Haryana + 16 more",Gurgaon/Gurugram, 16,Public,41,501-1k Employees (India),,147,602,2,1
QX ,4,"Skipton,North Yorkshire + 3 more",Skipton, 3,Private,19,1k-5k Employees (India),,147,848,38,3
Travelex ,3.5,London + 7 more,London, 7,Private,46,501-1k Employees (India),,147,1k,25,10
HealthifyMe ,3.2,"Bangalore/Bengaluru,Karnataka + 9 more",Bangalore/Bengaluru, 9,Private,10,1k-5k Employees (India),,147,826,43,13
Advantum Health ,3.9,"Louisville,Kentucky + 2 more",Louisville, 2,Private,26,201-500 Employees (India),,147,557,4,1
KJS Cement ,3.8,"Satna,Madhya Pradesh + 17 more",Satna, 17,Private,10,1k-5k Employees (India),,147,721,7,5
Hindustan Latex Family Planning Promotion Trust ,3.7,"Noida,Uttar Pradesh + 38 more",Noida, 38,Private,30,1k-5k Employees (India),,147,477,10,5
InfoBeans ,3.9,"Indore,Madhya Pradesh + 3 more",Indore, 3,Public,22,1k-5k Employees (India),,147,1.7k,14,10
Festo ,4,"Ludhiana,Punjab + 11 more",Ludhiana, 11,Private,36,501-1k Employees (India),,147,831,3,4
inTarvo Technologies ,3.9,Noida + 17 more,Noida, 17,Private,27,1k-5k Employees (India),,147,335,,
Oil India ,4.3,"Noida,Uttar Pradesh + 25 more",Noida, 25,Private,63,5k-10k Employees (India),,147,483,,9
IMC ,4.1,"Chennai,Tamil Nadu + 25 more",Chennai, 25,Private,87,501-1k Employees (India),,146,903,1,7
AIG Business Solution ,4.5,"Gurgaon/Gurugram,Haryana + 4 more",Gurgaon/Gurugram, 4,Private,9,51-200 Employees (India),,146,201,,1
Suresh Surana & Associates ,3.5,"Mumbai,Maharashtra + 12 more",Mumbai, 12,LLP,38,1k-5k Employees (India),,146,613,3,4
ATC Telecom Infrastructure ,4.2,New Delhi + 32 more,New, 32,Private,18,201-500 Employees (India),,146,541,7,3
Piramal Foundation ,4.1,Mumbai + 36 more,Mumbai, 36,NGO/NPO,14,11-50 Employees (India),,146,569,13,6
Micromatic Machine Tools ,4.5,Bengaluru + 26 more,Bengaluru, 26,Public,49,501-1k Employees (India),,146,631,14,11
Dishman Pharmaceuticals and Chemicals ,4.1,Ahmedabad + 6 more,Ahmedabad, 6,Public,39,201-500 Employees (India),,146,462,7,2
The Phoenix Mills ,3.8,"Mumbai,Maharashtra + 7 more",Mumbai, 7,Public,117,501-1k Employees (India),,146,775,35,10
Kimberly-Clark ,4.5,"Irving,Texas + 31 more",Irving, 31,Private,150,1k-5k Employees (India),,146,858,66,5
Pierian Services ,3.8,"Bangalore/Bengaluru,Karnataka + 12 more",Bangalore/Bengaluru, 12,Private,20,501-1k Employees (India),,146,768,8,5
A.O. Smith ,4.2,Milwaukee + 27 more,Milwaukee, 27,Private,148,1k-5k Employees (India),,146,409,1,1
Lloyd Electric & Engineering ,4.1,"Delhi/NCR,Delhi + 35 more",Delhi/NCR, 35,Public,33,11-50 Employees (India),,146,341,1,1
Emirates NBD ,3.9,"Dubai,Dubai + 8 more",Dubai, 8,Public,59,201-500 Employees (India),,146,525,1,1
Odessa ,4.1,Philadelphia + 1 more,Philadelphia, 1,Private,24,501-1k Employees (India),,146,1.3k,43,12
Carnival Cinemas ,4,"Mumbai,Maharashtra + 47 more",Mumbai, 47,,10,201-500 Employees (India),,146,901,3,2
Dishman Carbogen Amcis ,3.7,Bubendorf + 2 more,Bubendorf, 2,,15,1k-5k Employees (India),,146,909,,15
Kalkine ,3.9,Sydney + 2 more,Sydney, 2,Private,8,51-200 Employees (India),,146,551,25,4
HCL Infotech ,3.7,Noida + 24 more,Noida, 24,Private,31,1 Lakh+ Employees (Global),,1.6k,611,,14
London Stock Exchange Group ,4.2,London + 2 more,London, 2,Private,324,5k-10k Employees (India),,322,1.5k,,14
Vishay Components ,4.1,"Search ResultsWeb ResultsMalvern,Pennsylvania + 4 more",Search ResultsWeb ResultsMalvern, 4,Private,60,201-500 Employees (India),,164,534,1,2
Synopsys ,4.2,"Mountain View,California + 7 more",Mountain View, 7,Public,36,1k-5k Employees (India),,146,1.5k,337,27
COMSTAR AUTOMOTIVE TECHNOLOGIES ,4,"Chengalpattu,Tamil Nadu + 2 more",Chengalpattu, 2,Private,23,201-500 Employees (India),,145,847,2,6
Sudhir Power ,4.2,"Gurgaon/Gurugram,Haryana + 23 more",Gurgaon/Gurugram, 23,Private,49,1k-5k Employees (India),,145,643,,5
Magma Housing Finance ,4.2,"Kolkata,West Bengal + 55 more",Kolkata, 55,Public,33,5k-10k Employees (India),,145,725,,3
Miracle Software Systems ,3.4,Novi + 5 more,Novi, 5,Private,28,1k-5k Employees (India),,145,1.2k,120,4
Poorvika Mobiles ,4.3,"Chennai,Tamil Nadu + 23 more",Chennai, 23,Private,18,1k-5k Employees (India),,145,794,11,4
Nippon Express ,4.3,"Tokyo,Tokyo + 26 more",Tokyo, 26,Public,75,501-1k Employees (India),,145,662,2,2
Anglo-Eastern Ship Management ,4.1,Kowloon + 6 more,Kowloon, 6,Private,48,1k-5k Employees (India),,145,543,4,6
Brawn Laboratories ,3.8,"Delhi/NCR,New Delhi + 8 more",Delhi/NCR, 8,Private,32,501-1k Employees (India),,145,470,9,3
Zee Learn ,3.8,"Mumbai,Maharashtra + 23 more",Mumbai, 23,Public,6,201-500 Employees (India),,145,643,1,3
Vishvaraj Infrastructure ,4.2,"Nagpur,Maharashtra + 24 more",Nagpur, 24,Public,23,201-500 Employees (India),,145,823,11,8
Anunta Technology Management Services ,3.7,"Mumbai,Maharashtra + 8 more",Mumbai, 8,Private,10,201-500 Employees (India),,145,1k,50,7
Harley-Davidson ,4.3,"Milwaukee,Wisconsin + 26 more",Milwaukee, 26,Private,119,201-500 Employees (India),,145,450,,4
B4S Solutions ,4.2,"Ghaziabad,Uttar Pradesh + 35 more",Ghaziabad, 35,Private,33,11-50 Employees (India),,145,450,,3
Nandi Toyota ,4.1,"Bengaluru,Karnataka + 1 more",Bengaluru, 1,,21,201-500 Employees (India),,145,434,,3
Aquity Solutions ,3.6,Cary + 9 more,Cary, 9,,23,201-500 Employees (India),,145,1k,8,4
Publicis ,3.9,Paris + 10 more,Paris, 10,Private,96,10k-50k Employees (India),,1.9k,2.2k,11,16
Adhunik Metaliks ,3.7,"Kolkata,West Bengal + 11 more",Kolkata, 11,Public,21,501-1k Employees (India),,267,390,,1
ecare India ,3.8,"Chennai,Tamil Nadu + 3 more",Chennai, 3,Private,22,1k-5k Employees (India),,144,686,11,3
Excelra Knowledge Solutions ,3.7,"Hyderabad,Telangana + 6 more",Hyderabad, 6,Private,21,501-1k Employees (India),,144,686,27,10
IFB Automotive ,3.9,Bangalore + 9 more,Bangalore, 9,Private,48,501-1k Employees (India),,144,640,,3
Microlink Solutions ,3.6,"Ahmedabad,Gujarat + 15 more",Ahmedabad, 15,Private,26,501-1k Employees (India),,144,523,,1
Andhra Pradesh State Skill Developmentcorporation ,4,Vijayawada + 22 more,Vijayawada, 22,Other,8,201-500 Employees (India),,144,499,,
AppInventiv Technologies ,4,"Noida,Uttar Pradesh + 2 more",Noida, 2,Private,7,501-1k Employees (India),,144,855,61,12
Millennium Engineers & Contractors ,4.2,Pune + 9 more,Pune, 9,Private,23,11-50 Employees (India),,144,484,,6
Cooper-Standard Automotive ,3.9,"Northville,Michigan + 11 more",Northville, 11,Public,62,201-500 Employees (India),,144,678,,
Jaypee Hotels ,4.2,"Delhi/NCR,Delhi + 12 more",Delhi/NCR, 12,Public,42,501-1k Employees (India),,144,408,,1
Freshworks ,4,"San Mateo,California + 12 more",San Mateo, 12,Public,12,1k-5k Employees (India),,144,2.2k,104,42
Vacmet India ,4,"Agra,Uttar Pradesh + 10 more",Agra, 10,Public,29,501-1k Employees (India),,144,760,,4
Padmini VNA Mechatronics ,4,"Gurgaon/Gurugram,Haryana",Gurgaon/Gurugram,#VALUE!,Private,31,501-1k Employees (India),,144,863,,10
Mahindra Electric ,3.7,Bengaluru + 8 more,Bengaluru, 8,Private,28,201-500 Employees (India),,144,950,,7
IPSoft ,3.1,"New York,New York + 2 more",New York, 2,Private,24,501-1k Employees (India),,144,1k,10,6
IM Gears ,3.8,Chennai + 3 more,Chennai, 3,,57,201-500 Employees (India),,144,578,1,11
KWALITY DAIRY (INDIA) ,4.2,"Delhi/NCR,Delhi + 16 more",Delhi/NCR, 16,Public,30,1k-5k Employees (India),,144,291,,1
Preethi Kitchen Appliances ,4.4,"Chennai,Tamil Nadu + 34 more",Chennai, 34,Private,44,1k-5k Employees (India),,144,557,,3
